file,mean_path_length,mean_economy_of_motion,mean_rms_jerk,mean_smoothness_score,mean_duration_s
Knot_Tying_B001.txt,0.47803780438700005,0.4656379938750001,1.7777516824679631,-11.715044261370565,57.8
Knot_Tying_B002.txt,0.3872596577716406,0.2915098149374996,1.6029835954934248,-11.391734507933572,49.3
Knot_Tying_B003.txt,0.4752886488979446,0.4224537551250001,1.838462175643417,-11.56022240661575,53.699999999999996
Knot_Tying_B004.txt,0.667336520585587,0.6949053230624995,2.168177327972514,-11.71790035878138,60.63333333333333
Knot_Tying_B005.txt,1.3810820144545901,1.6457591753437495,2.251679219172879,-12.965482707568205,123.03333333333333
Knot_Tying_C001.txt,0.7077390111308587,1.5934522921875,3.811478678274714,-11.135845179703486,40.86666666666667
Knot_Tying_C002.txt,0.7080875986440056,2.23307831896875,4.5376673467595765,-10.92078288998097,35.56666666666666
Knot_Tying_C003.txt,0.7071696607675155,2.150643769312501,4.340682981705829,-10.895396297519106,35.733333333333334
Knot_Tying_C004.txt,0.7572009934024332,2.6321801504062496,4.5714987068759205,-11.552436687901784,46.06666666666666
Knot_Tying_C005.txt,0.6504560440374326,1.7794265118750001,3.9623713992448133,-11.066155871560127,38.3
Knot_Tying_D001.txt,0.6109232214405433,0.9098635736250003,2.5051638309195026,-11.265051473429315,46.6
Knot_Tying_D002.txt,0.6195347808375422,0.9946184349374996,2.937692841199091,-11.053957091358456,41.333333333333336
Knot_Tying_D003.txt,0.6312180868482964,0.9416212360312506,2.6291983340623837,-11.259239490118699,46.7
Knot_Tying_D004.txt,0.5075421950236464,0.7464940745625,2.7717120599335665,-10.740025861799177,34.93333333333333
Knot_Tying_D005.txt,0.5527913967672,0.87181619203125,2.802980838956074,-11.146427214933754,41.833333333333336
Knot_Tying_E001.txt,0.7020551954310827,0.7791651748124997,2.378039781913686,-11.409866978565846,53.03333333333333
Knot_Tying_E002.txt,0.5508115489641613,0.5268949281562498,2.236613015849373,-11.0327818745869,43.2
Knot_Tying_E003.txt,0.5919150556070085,0.6711656363437501,2.415574402715813,-11.265116008552935,47.06666666666666
Knot_Tying_E004.txt,0.6260959839648689,1.1462954329687514,3.4474770753138904,-11.439656989715822,45.666666666666664
Knot_Tying_E005.txt,0.4685418819064785,0.4751303636249998,2.166119005009994,-11.065975941258838,41.86666666666667
Knot_Tying_F001.txt,0.41582220509413176,0.8098990132499991,3.2774764686983273,-10.717206691136017,30.633333333333333
Knot_Tying_F002.txt,0.5282207780563157,1.2246521203124994,3.4640012075154654,-10.81596340231216,33.7
Knot_Tying_F003.txt,0.7535030295504563,0.7081942556250005,1.72539335094763,-12.458186788764001,90.7
Knot_Tying_F004.txt,0.7624626718786426,1.6016077577812506,2.9418550603968656,-11.890970774396441,60.96666666666667
Knot_Tying_F005.txt,0.8447587907362967,1.4529429472500008,2.9612145149881406,-11.826148622303153,61.6
Knot_Tying_G001.txt,0.9731742104869665,1.4585544593437503,2.538132950203212,-12.2215439198892,78.93333333333334
Knot_Tying_G002.txt,0.7230370413009142,0.8744862431250007,2.0289541409399776,-12.179394122503123,76.03333333333333
Knot_Tying_G003.txt,0.799897551553828,0.9964113564375003,2.1238712094556327,-12.276108788997785,80.46666666666667
Knot_Tying_G004.txt,1.4432237822611391,1.70120993765625,2.227896189919143,-13.027900123986495,128.4
Knot_Tying_G005.txt,0.6516418608414757,0.7637031945000001,2.2180441774669064,-11.576058751242257,56.5
Knot_Tying_H001.txt,0.813296503133853,1.1359951320937496,2.4491451807144777,-12.437018854815026,81.93333333333334
Knot_Tying_H003.txt,0.5471593743969397,0.6120017445937501,2.066240015080896,-11.575205355295225,54.46666666666667
Knot_Tying_H004.txt,0.49324380848181404,0.5501021099062497,1.659174873971776,-12.3044931089816,75.0
Knot_Tying_H005.txt,0.556013615498959,0.6709106643750002,1.9639940384927321,-11.974354740062989,65.03333333333333
Knot_Tying_I001.txt,0.8899637370033713,1.1337003919687496,2.298774467536113,-12.161243757618745,77.6
Knot_Tying_I002.txt,0.9813237980214683,1.1903180065312493,2.331360254282366,-12.2117696244047,80.83333333333333
Knot_Tying_I003.txt,0.6995590553276885,0.8905677620625002,2.1666735538828146,-11.993853969690445,68.73333333333333
Knot_Tying_I004.txt,0.16157302111192726,0.19023465937499964,2.4459034030711466,-8.725008062636249,11.5
Knot_Tying_I005.txt,1.0099179078238023,1.065895135875001,2.2126582839038598,-12.361399370992675,88.46666666666667
